order_id;order_date;customer_email;country;channel;sku;product;qty;unit_price_dkk;discount;line_total_dkk;status
10092;04-06-2024;magnus.nielsen73@yahoo.dk;NO;web;ACC-402;Beanie;1;199;0.0;199.0;completed
12287;04-06-2024;;SE;web;ACC-401;Merino socks;2;129;0.1;232.2;completed
13057;05-06-2024;Noah.Madsen85@Hotmail.Com;DK;app;JKT-101;Shell jacket;1;1299;0.15;1104.15;completed
13057;05-06-2024;Noah.Madsen85@Hotmail.Com;DK;app;ACC-402;Beanie;1;199;0.15;169.15;completed
10807;06-06-2024;Ida.Hansen96@Hotmail.Com;NO;web;ACC-401;Merino socks;1;129;0.0;129.0;completed
10665;07-06-2024;;DE;web;JKT-101;Shell jacket;1;1299;0.0;1299.0;completed
10665;07-06-2024;;DE;web;ACC-402;Beanie;1;199;0.0;199.0;completed
11578;07-06-2024;Freja.Petersen43@Gmail.Com;DK;web;BOT-201;Hiking boots;1;1099;0.0;1099.0;completed
11578;07-06-2024;freja.petersen43@gmail.com;DK;web;ACC-401;Merino socks;2;129;0.0;258.0;completed
11578;07-06-2024;freja.petersen43@gmail.com;DK;web;TNT-501;2p tent;1;2499;0.0;2499.0;completed
12710;07-06-2024;mikkel.jensen28@mail.dk;DK;app;BAG-301;Daypack 25L;1;549;0.0;549.0;completed
12710;07-06-2024;mikkel.jensen28@mail.dk;DK;app;ACC-401;Merino socks;1;129;0.0;129.0;completed
11202;08-06-2024;Mette.Larsen62@Mail.Dk;DK;store;ACC-402;Beanie;1;199;0.0;199.0;completed
12198;09-06-2024;lars.nielsen96@gmail.com;NO;app;ACC-403;Headlamp;1;349;0.0;349.0;completed
10009;10-06-2024;anna.rasmussen69@hotmail.com;SE;web;ACC-401;Merino socks;1;129;0.1;116.1;completed
10009;10-06-2024;anna.rasmussen69@hotmail.com;SE;web;BAG-301;Daypack 25L;1;549;0.1;494.1;completed
11798;10-06-2024;anna.andersen24@outlook.dk;NO;web;ACC-402;Beanie;1;199;0.0;199.0;completed
10907;11-06-2024;anna.madsen27@gmail.com;DK;web;ACC-402;Beanie;2;199;0.1;358.2;completed
10907;11-06-2024;anna.madsen27@gmail.com;DK;web;BAG-302;Trek pack 60L;1;1499;0.1;1349.1;completed
12678;11-06-2024;Lars.Pedersen5@Mail.Dk;DK;store;BOT-201;Hiking boots;1;1099;0.0;1099.0;completed
12678;11-06-2024;Lars.Pedersen5@Mail.Dk;DK;store;SLP-601;Sleeping bag;2;899;0.0;1798.0;completed
12704;13-06-2024;sofie.hansen53@hotmail.com;DK;web;BAG-301;Daypack 25L;1;549;0.15;466.65;completed
12704;13-06-2024;Sofie.Hansen53@Hotmail.Com;DK;web;JKT-101;Shell jacket;2;1299;0.15;2208.3;completed
10427;14-06-2024;jonas.christensen45@gmail.com;NO;app;SLP-601;Sleeping bag;2;899;0.0;1798.0;completed
10857;14-06-2024;laura.andersen2@gmail.com;SE;app;TNT-501;2p tent;1;2499;0.0;2499.0;completed
10857;14-06-2024;laura.andersen2@gmail.com;SE;app;BOT-201;Hiking boots;1;1099;0.0;1099.0;completed
10857;14-06-2024;laura.andersen2@gmail.com;SE;app;SLP-601;Sleeping bag;1;899;0.0;899.0;completed
12180;14-06-2024;Jonas.Larsen9@Gmail.Com;SE;web;ACC-402;Beanie;1;199;0.15;169.15;completed
12180;14-06-2024;Jonas.Larsen9@Gmail.Com;SE;web;ACC-401;Merino socks;1;129;0.15;109.65;completed
10213;15-06-2024;mikkel.nielsen76@gmail.com;DK;store;ACC-401;Merino socks;1;129;0.15;109.65;completed
10213;15-06-2024;Mikkel.Nielsen76@Gmail.Com;DK;store;ACC-403;Headlamp;1;349;0.15;296.65;completed
10213;15-06-2024;mikkel.nielsen76@gmail.com;DK;store;JKT-101;Shell jacket;1;1299;0.15;1104.15;completed
10311;15-06-2024;jonas.larsen68@mail.dk;DK;web;ACC-401;Merino socks;1;129;0.1;116.1;completed
11898;15-06-2024;;SE;web;JKT-101;Shell jacket;2;1299;0.0;2598.0;completed
11898;15-06-2024;;SE;web;BAG-302;Trek pack 60L;1;1499;0.0;1499.0;completed
11898;15-06-2024;;SE;web;ACC-401;Merino socks;2;129;0.0;258.0;completed
10919;17-06-2024;anna.christensen41@outlook.dk;DK;web;BAG-301;Daypack 25L;1;549;0.0;549.0;completed
12439;18-06-2024;Lars.Christensen44@Mail.Dk;DK;app;JKT-101;Shell jacket;2;1299;0.0;2598.0;completed
12500;18-06-2024;Magnus.Madsen25@Gmail.Com;DK;web;ACC-401;Merino socks;2;129;0.15;219.3;completed
12556;18-06-2024;noah.christensen57@mail.dk;SE;app;ACC-402;Beanie;1;199;0.1;179.1;completed
13069;19-06-2024;anna.hansen73@mail.dk;DK;web;ACC-402;Beanie;1;199;0.0;199.0;completed
12273;20-06-2024;lars.andersen54@yahoo.dk;NO;store;ACC-402;Beanie;1;199;0.0;199.0;completed
10476;21-06-2024;sara.christensen90@outlook.dk;SE;app;ACC-403;Headlamp;1;349;0.1;314.1;completed
12478;21-06-2024;lars.larsen86@hotmail.com;DK;app;ACC-401;Merino socks;1;129;0.0;129.0;completed
10934;22-06-2024;oliver.larsen98@outlook.dk;DK;store;BOT-201;Hiking boots;1;1099;0.15;934.15;completed
10934;22-06-2024;oliver.larsen98@outlook.dk;DK;store;ACC-402;Beanie;2;199;0.15;338.3;completed
12160;22-06-2024;Sara.Christensen97@Gmail.Com;DK;app;ACC-403;Headlamp;2;349;0.0;698.0;completed
11941;23-06-2024;anna.madsen59@hotmail.com;NO;web;ACC-402;Beanie;1;199;0.15;169.15;completed
12148;23-06-2024;oliver.rasmussen28@outlook.dk;SE;web;TNT-501;2p tent;1;2499;0.1;2249.1;completed
12148;23-06-2024;Oliver.Rasmussen28@Outlook.Dk;SE;web;ACC-403;Headlamp;2;349;0.1;628.2;completed
12148;23-06-2024;oliver.rasmussen28@outlook.dk;SE;web;ACC-402;Beanie;2;199;0.1;358.2;completed
12114;25-06-2024;emil.pedersen90@yahoo.dk;DK;web;BAG-301;Daypack 25L;1;549;0.0;549.0;completed
12114;25-06-2024;emil.pedersen90@yahoo.dk;DK;web;ACC-403;Headlamp;2;349;0.0;698.0;completed
12288;25-06-2024;Laura.Andersen27@Mail.Dk;SE;web;ACC-401;Merino socks;1;129;0.1;116.1;completed
11231;27-06-2024;Sofie.Nielsen2@Outlook.Dk;DE;store;ACC-401;Merino socks;2;129;0.1;232.2;completed
11623;27-06-2024;Laura.Jensen10@Yahoo.Dk;NO;app;ACC-402;Beanie;1;199;0.0;199.0;completed
11623;27-06-2024;laura.jensen10@yahoo.dk;NO;app;BAG-301;Daypack 25L;1;549;0.0;549.0;completed
12630;27-06-2024;emil.rasmussen96@gmail.com;DK;store;BAG-302;Trek pack 60L;2;1499;0.0;2998.0;completed
12630;27-06-2024;Emil.Rasmussen96@Gmail.Com;DK;store;ACC-402;Beanie;2;199;0.0;398.0;completed
12848;27-06-2024;Ida.Madsen39@Mail.Dk;DK;web;SLP-601;Sleeping bag;1;899;0.0;899.0;completed
12848;27-06-2024;Ida.Madsen39@Mail.Dk;DK;web;ACC-403;Headlamp;1;349;0.0;349.0;completed
12848;27-06-2024;ida.madsen39@mail.dk;DK;web;JKT-102;Down jacket;1;1899;0.0;1899.0;completed
12848;27-06-2024;ida.madsen39@mail.dk;DK;web;JKT-102;Down jacket;1;1899;0.0;1899.0;completed
10327;28-06-2024;Mikkel.Madsen27@Gmail.Com;SE;store;ACC-401;Merino socks;1;129;0.0;129.0;completed
10327;28-06-2024;mikkel.madsen27@gmail.com;SE;store;ACC-403;Headlamp;1;349;0.0;349.0;completed
10327;28-06-2024;Mikkel.Madsen27@Gmail.Com;SE;store;BAG-301;Daypack 25L;2;549;0.0;1098.0;completed
13014;28-06-2024;ida.petersen66@hotmail.com;DE;store;BOT-201;Hiking boots;1;1099;0.0;1099.0;completed
13014;28-06-2024;ida.petersen66@hotmail.com;DE;store;BAG-301;Daypack 25L;1;549;0.0;549.0;completed
11049;29-06-2024;lars.christensen6@mail.dk;SE;web;ACC-403;Headlamp;1;349;0.15;296.65;completed
11626;29-06-2024;emil.jensen31@gmail.com;DE;web;BAG-301;Daypack 25L;1;549;0.1;494.1;completed
10620;30-06-2024;Mette.Rasmussen80@Mail.Dk;SE;web;BAG-301;Daypack 25L;1;549;0.0;549.0;completed
10838;30-06-2024;emil.larsen29@hotmail.com;DK;web;ACC-402;Beanie;1;199;0.15;169.15;completed
10010;01-07-2024;anna.rasmussen69@hotmail.com;SE;web;JKT-101;Shell jacket;1;1299;0.0;1299.0;completed
11887;01-07-2024;mikkel.petersen51@gmail.com;DK;store;JKT-102;Down jacket;2;1899;0.0;3798.0;completed
11887;01-07-2024;Mikkel.Petersen51@Gmail.Com;DK;store;BAG-302;Trek pack 60L;1;1499;0.0;1499.0;completed
12393;01-07-2024;jonas.jensen87@gmail.com;DE;store;SLP-601;Sleeping bag;2;899;0.0;1798.0;completed
11939;02-07-2024;mikkel.petersen76@gmail.com;DK;web;ACC-402;Beanie;2;199;0.0;398.0;completed
11939;02-07-2024;mikkel.petersen76@gmail.com;DK;web;SLP-601;Sleeping bag;1;899;0.0;899.0;completed
11939;02-07-2024;Mikkel.Petersen76@Gmail.Com;DK;web;BAG-301;Daypack 25L;1;549;0.0;549.0;completed
12711;02-07-2024;Mikkel.Jensen28@Mail.Dk;DK;app;BAG-301;Daypack 25L;1;549;0.0;549.0;completed
10243;03-07-2024;anna.andersen98@outlook.dk;SE;web;ACC-402;Beanie;1;199;0.0;199.0;completed
11415;03-07-2024;ida.rasmussen82@outlook.dk;SE;store;ACC-401;Merino socks;2;129;0.0;258.0;completed
11415;03-07-2024;ida.rasmussen82@outlook.dk;SE;store;BOT-201;Hiking boots;1;1099;0.0;1099.0;completed
12247;04-07-2024;Mikkel.Jensen17@Gmail.Com;DE;web;ACC-402;Beanie;1;199;0.0;199.0;completed
12247;04-07-2024;mikkel.jensen17@gmail.com;DE;web;JKT-102;Down jacket;2;1899;0.0;3798.0;completed
12401;04-07-2024;anna.pedersen23@outlook.dk;NO;app;BAG-301;Daypack 25L;1;549;0.15;466.65;completed
12807;04-07-2024;;DK;web;ACC-401;Merino socks;1;129;0.0;129.0;completed
12807;04-07-2024;;DK;web;JKT-101;Shell jacket;1;1299;0.0;1299.0;completed
12807;04-07-2024;;DK;web;SLP-601;Sleeping bag;2;899;0.0;1798.0;completed
10302;05-07-2024;ida.hansen96@hotmail.com;DK;web;ACC-402;Beanie;1;199;0.0;199.0;completed
11583;05-07-2024;sofie.pedersen61@mail.dk;DE;web;BAG-301;Daypack 25L;1;549;0.0;549.0;completed
11583;05-07-2024;sofie.pedersen61@mail.dk;DE;web;ACC-402;Beanie;1;199;0.0;199.0;completed
11579;06-07-2024;freja.petersen43@gmail.com;DK;web;SLP-601;Sleeping bag;1;899;0.1;809.1;completed
11579;06-07-2024;freja.petersen43@gmail.com;DK;web;ACC-403;Headlamp;1;349;0.1;314.1;completed
12491;06-07-2024;mikkel.rasmussen12@hotmail.com;DK;app;ACC-401;Merino socks;2;129;0.15;219.3;completed
12491;06-07-2024;mikkel.rasmussen12@hotmail.com;DK;app;ACC-402;Beanie;2;199;0.15;338.3;completed
12491;06-07-2024;mikkel.rasmussen12@hotmail.com;DK;app;BOT-201;Hiking boots;1;1099;0.15;934.15;completed
12646;07-07-2024;Anna.Pedersen26@Yahoo.Dk;DK;web;BAG-301;Daypack 25L;1;549;0.1;494.1;completed
12646;07-07-2024;anna.pedersen26@yahoo.dk;DK;web;ACC-402;Beanie;1;199;0.1;179.1;completed
12646;07-07-2024;anna.pedersen26@yahoo.dk;DK;web;ACC-403;Headlamp;1;349;0.1;314.1;completed
10011;08-07-2024;anna.rasmussen69@hotmail.com;SE;web;ACC-403;Headlamp;2;349;0.0;698.0;completed
10930;08-07-2024;mikkel.jensen16@hotmail.com;DE;web;ACC-403;Headlamp;1;349;0.15;296.65;completed
10930;08-07-2024;mikkel.jensen16@hotmail.com;DE;web;ACC-402;Beanie;1;199;0.15;169.15;completed
10930;08-07-2024;mikkel.jensen16@hotmail.com;DE;web;ACC-401;Merino socks;2;129;0.15;219.3;completed
10890;09-07-2024;laura.pedersen55@outlook.dk;DK;web;SLP-601;Sleeping bag;2;899;0.0;1798.0;completed
10890;09-07-2024;laura.pedersen55@outlook.dk;DK;web;ACC-401;Merino socks;1;129;0.0;129.0;completed
10012;10-07-2024;anna.rasmussen69@hotmail.com;SE;web;SLP-601;Sleeping bag;1;899;0.1;809.1;completed
12631;10-07-2024;emil.rasmussen96@gmail.com;DK;store;ACC-401;Merino socks;1;129;0.1;116.1;completed
12785;10-07-2024;clara.jensen76@gmail.com;DK;web;ACC-403;Headlamp;2;349;0.0;698.0;completed
12785;10-07-2024;Clara.Jensen76@Gmail.Com;DK;web;BOT-201;Hiking boots;1;1099;0.0;1099.0;completed
10328;11-07-2024;mikkel.madsen27@gmail.com;SE;store;ACC-401;Merino socks;1;129;0.0;129.0;completed
10328;11-07-2024;mikkel.madsen27@gmail.com;SE;store;ACC-403;Headlamp;1;349;0.0;349.0;completed
11731;11-07-2024;freja.jensen36@yahoo.dk;DK;web;ACC-402;Beanie;2;199;0.0;398.0;completed
10234;12-07-2024;noah.christensen15@yahoo.dk;NO;web;JKT-101;Shell jacket;1;1299;0.15;1104.15;completed
10234;12-07-2024;noah.christensen15@yahoo.dk;NO;web;ACC-401;Merino socks;1;129;0.15;109.65;completed
10797;12-07-2024;Mette.Larsen79@Outlook.Dk;DK;app;BOT-201;Hiking boots;1;1099;0.15;934.15;completed
11664;13-07-2024;clara.larsen32@outlook.dk;NO;store;ACC-401;Merino socks;2;129;0.0;258.0;completed
11664;13-07-2024;clara.larsen32@outlook.dk;NO;store;ACC-403;Headlamp;1;349;0.0;349.0;completed
11664;13-07-2024;Clara.Larsen32@Outlook.Dk;NO;store;BOT-201;Hiking boots;2;1099;0.0;2198.0;completed
10879;14-07-2024;freja.andersen29@outlook.dk;DK;web;ACC-401;Merino socks;1;129;0.0;129.0;completed
11980;14-07-2024;sofie.rasmussen25@gmail.com;DE;web;SLP-601;Sleeping bag;1;899;0.0;899.0;completed
10962;15-07-2024;jonas.nielsen69@hotmail.com;DK;web;ACC-401;Merino socks;1;129;0.0;129.0;completed
11219;16-07-2024;sara.christensen46@gmail.com;SE;web;JKT-102;Down jacket;2;1899;0.0;3798.0;completed
11219;16-07-2024;Sara.Christensen46@Gmail.Com;SE;web;BAG-302;Trek pack 60L;1;1499;0.0;1499.0;completed
11806;16-07-2024;magnus.madsen38@yahoo.dk;DK;app;BAG-301;Daypack 25L;1;549;0.0;549.0;completed
12248;16-07-2024;mikkel.jensen17@gmail.com;DE;web;BAG-302;Trek pack 60L;2;1499;0.0;2998.0;completed
12248;16-07-2024;mikkel.jensen17@gmail.com;DE;web;ACC-402;Beanie;1;199;0.0;199.0;completed
12248;16-07-2024;mikkel.jensen17@gmail.com;DE;web;JKT-101;Shell jacket;2;1299;0.0;2598.0;completed
13049;16-07-2024;sara.nielsen98@hotmail.com;SE;store;ACC-403;Headlamp;1;349;0.1;314.1;completed
13049;16-07-2024;sara.nielsen98@hotmail.com;SE;store;ACC-401;Merino socks;1;129;0.1;116.1;completed
13049;16-07-2024;sara.nielsen98@hotmail.com;SE;store;JKT-102;Down jacket;1;1899;0.1;1709.1;completed
10419;17-07-2024;sofie.hansen46@outlook.dk;DK;web;ACC-401;Merino socks;1;129;0.0;129.0;completed
10868;17-07-2024;sofie.hansen20@mail.dk;SE;web;ACC-402;Beanie;1;199;0.0;199.0;completed
10868;17-07-2024;sofie.hansen20@mail.dk;SE;web;TNT-501;2p tent;1;2499;0.0;2499.0;completed
10868;17-07-2024;sofie.hansen20@mail.dk;SE;web;JKT-101;Shell jacket;1;1299;0.0;1299.0;completed
11703;17-07-2024;jonas.christensen5@hotmail.com;NO;app;ACC-402;Beanie;1;199;0.0;199.0;completed
11703;17-07-2024;Jonas.Christensen5@Hotmail.Com;NO;app;BAG-301;Daypack 25L;1;549;0.0;549.0;completed
11703;17-07-2024;Jonas.Christensen5@Hotmail.Com;NO;app;BAG-301;Daypack 25L;1;549;0.0;549.0;completed
10186;18-07-2024;;DE;app;ACC-403;Headlamp;1;349;0.0;349.0;completed
10621;18-07-2024;mette.rasmussen80@mail.dk;SE;web;ACC-403;Headlamp;2;349;0.1;628.2;completed
11968;18-07-2024;clara.christensen4@outlook.dk;SE;store;ACC-402;Beanie;1;199;0.0;199.0;completed
11968;18-07-2024;clara.christensen4@outlook.dk;SE;store;TNT-501;2p tent;2;2499;0.0;4998.0;completed
11968;18-07-2024;clara.christensen4@outlook.dk;SE;store;ACC-403;Headlamp;1;349;0.0;349.0;completed
11071;19-07-2024;sara.madsen92@yahoo.dk;SE;web;BAG-301;Daypack 25L;1;549;0.0;549.0;completed
12120;19-07-2024;ida.jensen66@outlook.dk;DK;web;TNT-501;2p tent;1;2499;0.0;2499.0;completed
12120;19-07-2024;ida.jensen66@outlook.dk;DK;web;SLP-601;Sleeping bag;1;899;0.0;899.0;completed
10880;21-07-2024;freja.andersen29@outlook.dk;DK;web;ACC-401;Merino socks;1;129;0.0;129.0;completed
11896;21-07-2024;laura.hansen65@outlook.dk;DK;app;BOT-201;Hiking boots;1;1099;0.0;1099.0;completed
11172;22-07-2024;laura.rasmussen53@hotmail.com;DK;web;JKT-101;Shell jacket;2;1299;0.15;2208.3;completed
11939;22-07-2024;mikkel.petersen76@gmail.com;DK;web;ACC-402;Beanie;-2;199;0.0;-398.0;refunded
11939;22-07-2024;mikkel.petersen76@gmail.com;DK;web;ACC-402;Beanie;-2;199;0.0;-398.0;refunded
12888;22-07-2024;oliver.christensen86@mail.dk;DK;web;BAG-302;Trek pack 60L;1;1499;0.1;1349.1;completed
11854;24-07-2024;mikkel.rasmussen45@hotmail.com;DE;app;TNT-501;2p tent;2;2499;0.0;4998.0;completed
11854;24-07-2024;mikkel.rasmussen45@hotmail.com;DE;app;TNT-501;2p tent;2;2499;0.0;4998.0;completed
11855;25-07-2024;mikkel.rasmussen45@hotmail.com;DE;app;ACC-402;Beanie;1;199;0.0;199.0;completed
12501;25-07-2024;;DK;web;ACC-403;Headlamp;1;349;0.0;349.0;completed
12871;25-07-2024;Laura.Nielsen46@Gmail.Com;NO;web;SLP-601;Sleeping bag;1;899;0.0;899.0;completed
12871;25-07-2024;laura.nielsen46@gmail.com;NO;web;JKT-101;Shell jacket;1;1299;0.0;1299.0;completed
12871;25-07-2024;laura.nielsen46@gmail.com;NO;web;ACC-402;Beanie;1;199;0.0;199.0;completed
10420;26-07-2024;Sofie.Hansen46@Outlook.Dk;DK;web;BAG-301;Daypack 25L;1;549;0.0;549.0;completed
10420;26-07-2024;sofie.hansen46@outlook.dk;DK;web;ACC-402;Beanie;1;199;0.0;199.0;completed
10420;26-07-2024;sofie.hansen46@outlook.dk;DK;web;ACC-403;Headlamp;1;349;0.0;349.0;completed
10420;26-07-2024;Sofie.Hansen46@Outlook.Dk;DK;web;BAG-301;Daypack 25L;1;549;0.0;549.0;completed
11110;28-07-2024;Oliver.Petersen92@Gmail.Com;SE;web;SLP-601;Sleeping bag;1;899;0.1;809.1;completed
11379;28-07-2024;noah.pedersen86@gmail.com;DK;store;ACC-403;Headlamp;1;349;0.0;349.0;completed
11379;28-07-2024;noah.pedersen86@gmail.com;DK;store;JKT-101;Shell jacket;2;1299;0.0;2598.0;completed
11422;29-07-2024;;NO;web;SLP-601;Sleeping bag;1;899;0.0;899.0;completed
11760;29-07-2024;jonas.nielsen47@yahoo.dk;DK;web;ACC-401;Merino socks;1;129;0.0;129.0;completed
12402;29-07-2024;anna.pedersen23@outlook.dk;NO;app;JKT-102;Down jacket;1;1899;0.0;1899.0;completed
12402;29-07-2024;anna.pedersen23@outlook.dk;NO;app;BAG-302;Trek pack 60L;1;1499;0.0;1499.0;completed
10244;30-07-2024;Anna.Andersen98@Outlook.Dk;SE;web;JKT-101;Shell jacket;1;1299;0.15;1104.15;completed
10244;30-07-2024;anna.andersen98@outlook.dk;SE;web;ACC-403;Headlamp;1;349;0.15;296.65;completed
10599;30-07-2024;ida.andersen24@hotmail.com;DK;web;ACC-403;Headlamp;1;349;0.0;349.0;completed
10599;30-07-2024;ida.andersen24@hotmail.com;DK;web;ACC-401;Merino socks;2;129;0.0;258.0;completed
10599;30-07-2024;Ida.Andersen24@Hotmail.Com;DK;web;SLP-601;Sleeping bag;1;899;0.0;899.0;completed
12142;30-07-2024;mikkel.petersen84@hotmail.com;SE;web;JKT-101;Shell jacket;1;1299;0.0;1299.0;completed
12142;30-07-2024;mikkel.petersen84@hotmail.com;SE;web;ACC-403;Headlamp;1;349;0.0;349.0;completed
11314;31-07-2024;;NO;store;ACC-401;Merino socks;1;129;0.1;116.1;completed
11314;31-07-2024;;NO;store;JKT-101;Shell jacket;1;1299;0.1;1169.1;completed
12352;31-07-2024;magnus.andersen28@gmail.com;SE;web;ACC-403;Headlamp;1;349;0.0;349.0;completed
12352;31-07-2024;magnus.andersen28@gmail.com;SE;web;ACC-401;Merino socks;2;129;0.0;258.0;completed
12412;31-07-2024;oliver.madsen35@yahoo.dk;SE;store;BOT-201;Hiking boots;1;1099;0.1;989.1;completed
12412;31-07-2024;oliver.madsen35@yahoo.dk;SE;store;BAG-302;Trek pack 60L;1;1499;0.1;1349.1;completed
12412;31-07-2024;Oliver.Madsen35@Yahoo.Dk;SE;store;BAG-301;Daypack 25L;2;549;0.1;988.2;completed
10214;01-08-2024;mikkel.nielsen76@gmail.com;DK;store;SLP-601;Sleeping bag;2;899;0.0;1798.0;completed
11796;01-08-2024;ida.petersen76@yahoo.dk;DK;web;BAG-302;Trek pack 60L;2;1499;0.1;2698.2;completed
11796;01-08-2024;Ida.Petersen76@Yahoo.Dk;DK;web;ACC-401;Merino socks;1;129;0.1;116.1;completed
12269;01-08-2024;Oliver.Larsen44@Outlook.Dk;SE;web;TNT-501;2p tent;2;2499;0.0;4998.0;completed
10013;02-08-2024;anna.rasmussen69@hotmail.com;SE;web;ACC-402;Beanie;1;199;0.0;199.0;completed
10013;02-08-2024;anna.rasmussen69@hotmail.com;SE;web;TNT-501;2p tent;1;2499;0.0;2499.0;completed
10013;02-08-2024;anna.rasmussen69@hotmail.com;SE;web;SLP-601;Sleeping bag;1;899;0.0;899.0;completed
10963;02-08-2024;jonas.nielsen69@hotmail.com;DK;web;JKT-102;Down jacket;2;1899;0.15;3228.3;completed
10963;02-08-2024;Jonas.Nielsen69@Hotmail.Com;DK;web;SLP-601;Sleeping bag;1;899;0.15;764.15;completed
11267;02-08-2024;magnus.petersen2@gmail.com;DK;web;ACC-403;Headlamp;1;349;0.0;349.0;completed
11609;02-08-2024;clara.nielsen97@outlook.dk;NO;app;ACC-401;Merino socks;2;129;0.15;219.3;completed
12019;02-08-2024;laura.pedersen50@yahoo.dk;DK;store;ACC-403;Headlamp;1;349;0.15;296.65;completed
12019;02-08-2024;laura.pedersen50@yahoo.dk;DK;store;BAG-301;Daypack 25L;1;549;0.15;466.65;completed
12115;02-08-2024;Emil.Pedersen90@Yahoo.Dk;DK;web;JKT-101;Shell jacket;2;1299;0.0;2598.0;completed
12115;02-08-2024;emil.pedersen90@yahoo.dk;DK;web;BAG-302;Trek pack 60L;1;1499;0.0;1499.0;completed
10096;03-08-2024;mikkel.larsen71@mail.dk;DE;web;ACC-401;Merino socks;1;129;0.15;109.65;completed
10096;03-08-2024;mikkel.larsen71@mail.dk;DE;web;JKT-102;Down jacket;2;1899;0.15;3228.3;completed
10931;03-08-2024;mikkel.jensen16@hotmail.com;DE;web;ACC-401;Merino socks;2;129;0.0;258.0;completed
10931;03-08-2024;mikkel.jensen16@hotmail.com;DE;web;BOT-201;Hiking boots;1;1099;0.0;1099.0;completed
10931;03-08-2024;mikkel.jensen16@hotmail.com;DE;web;JKT-101;Shell jacket;1;1299;0.0;1299.0;completed
11039;03-08-2024;;DK;web;ACC-401;Merino socks;1;129;0.0;129.0;completed
11039;03-08-2024;;DK;web;BAG-302;Trek pack 60L;2;1499;0.0;2998.0;completed
11051;03-08-2024;clara.larsen57@mail.dk;DK;web;ACC-401;Merino socks;1;129;0.1;116.1;completed
12452;03-08-2024;magnus.pedersen26@outlook.dk;DK;web;ACC-403;Headlamp;2;349;0.1;628.2;completed
12452;03-08-2024;Magnus.Pedersen26@Outlook.Dk;DK;web;ACC-402;Beanie;1;199;0.1;179.1;completed
12452;03-08-2024;magnus.pedersen26@outlook.dk;DK;web;TNT-501;2p tent;1;2499;0.1;2249.1;completed
10275;04-08-2024;mette.petersen73@yahoo.dk;NO;web;ACC-402;Beanie;1;199;0.0;199.0;completed
10698;04-08-2024;laura.andersen61@yahoo.dk;DK;web;TNT-501;2p tent;1;2499;0.1;2249.1;completed
10698;04-08-2024;laura.andersen61@yahoo.dk;DK;web;BAG-301;Daypack 25L;1;549;0.1;494.1;completed
10698;04-08-2024;Laura.Andersen61@Yahoo.Dk;DK;web;ACC-403;Headlamp;1;349;0.1;314.1;completed
11917;04-08-2024;mikkel.hansen51@yahoo.dk;DE;app;ACC-401;Merino socks;1;129;0.0;129.0;completed
10894;05-08-2024;jonas.christensen57@gmail.com;DK;app;ACC-402;Beanie;2;199;0.15;338.3;completed
10894;05-08-2024;jonas.christensen57@gmail.com;DK;app;JKT-101;Shell jacket;1;1299;0.15;1104.15;completed
11858;05-08-2024;laura.jensen81@gmail.com;SE;web;ACC-402;Beanie;1;199;0.15;169.15;completed
